"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_competent","model_pushyr","model_genuine","model_professional","model_credible","model_fake","model_follower","model_sincere","model_moral","model_assertive","model_charm","model_suspicious","model_peaceful","model_calm","model_subordinate","model_knowledgeable","model_sociable","model_trustworthy","model_honest","model_friendly","model_reliable","model_manipulative","model_experienced","model_respectful","model_phony","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark"
"360",2,55,"French","Since 6 years old",1,2,4,2,1,1,0,1,0,2,3,4,4,2,3,4,2,3,3,2,6,5,"500",3,1,2,5,6,2,4,5,6,6,5,2,6,7,3,6,6,6,6,6,6,5,5,6,3,6,7,7,1,6,6,6,5,4,4,4,3,5,2,2,2,1,2,2,2,2,2,2,4,2,"A man presenting an outdoor wicker set that is comfortable and durable for his lifestyle.",1,1,1,1,2,2,2,2,3,2,0,0,0,0,1,0
"361",2,30,"English","",1,1,3,4,0,1,0,1,0,2,1,5,3,3,2,2,3,3,2,2,5,2,"1200",7,1,6,5,7,2,3,6,7,5,5,1,6,6,3,5,6,6,6,6,6,1,5,6,1,5,7,1,2,7,7,7,6,3,4,5,2,6,1,2,1,1,1,2,2,2,1,1,3,2,"A wicker outdoor set and a description of how comfortable and stylish it is. There is also a woman in the ad.  Seems like an average type ad.",2,2,3,2,2,1,1,1,1,2,0,0,1,0,0,0
"362",2,43,"English  ","",1,3,1,5,0,0,1,0,0,1,1,3,4,3,3,4,3,3,3,3,6,2,"350",7,1,7,5,7,1,2,7,7,6,7,1,6,7,2,7,7,7,7,7,7,2,5,7,1,7,7,1,7,7,7,7,7,6,5,7,5,7,1,3,1,1,1,1,1,2,1,3,3,3,"There is a young woman with glasses and straight brown hair smiling and looking pleased with herself.  She is wearing bright red plaid.  There is a set of garden furniture  behind her that was the right choice  because she selected it.  The furniture  is described as comfortable  it's grey.  There is a white tea service sitting on the coffee table.  This looks aimed at young upwardly mobile people it's not cheap furniture, and it's not too pretentious.",2,1,3,1,1,1,1,1,2,1,1,0,0,0,0,0
"363",1,44,"English","",1,1,6,5,0,2,0,0,1,2,2,3,3,3,3,2,3,3,4,3,5,4,"150",6,3,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,5,3,5,5,5,4,5,4,5,3,3,4,4,4,3,3,3,4,4,4,4,"It shows a set of furniture which has good styles and it is a comfortable set that you can get",4,3,3,3,4,4,3,3,4,4,0,0,0,1,0,0
"364",2,41,"english",NA,2,4,1,3,1,2,0,0,1,1,5,5,4,3,3,4,4,4,4,3,2,6,"100",2,3,2,1,1,6,7,4,4,4,3,5,3,6,5,3,6,4,4,5,3,5,2,2,6,5,4,4,5,2,4,4,4,1,1,1,1,3,4,5,4,4,4,4,4,6,3,5,6,5,"an outdoor wicker seating set with a white tea service on the table.  A guy in a red plaid shirt with sunglasses on (which I find obnoxious)",6,6,7,4,5,5,5,7,6,5,0,0,0,0,0,1
"365",2,32,"English","",1,2,4,4,0,1,0,1,0,1,5,4,3,3,3,3,3,3,3,3,4,4,"200",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"A girl in a flannel shirt and sunglasses, with wicker patio furniture in the background.",4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0
"366",1,34,"English","",2,2,2,6,1,1,0,1,0,1,3,2,4,1,2,5,2,4,5,3,6,7,"470",1,4,3,1,5,7,2,5,3,6,2,1,5,1,3,7,4,2,1,4,6,7,5,3,6,3,3,1,1,3,7,5,4,2,2,6,3,4,5,3,6,5,2,3,7,3,1,6,5,2,"",3,1,4,2,5,5,3,3,5,7,0,0,0,0,1,0
"367",1,51,"french","15",1,1,4,4,1,0,1,0,0,1,2,3,3,3,3,3,3,3,3,3,4,4,"250",4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"ad about an all weather set that supposed to be a high quality one",3,3,4,4,4,3,3,3,3,4,0,1,0,0,0,0
"368",1,46,"French","40 years",2,1,7,5,1,1,0,1,0,1,2,2,3,2,2,3,3,3,3,2,4,3,"500",5,3,5,4,5,3,4,5,5,5,5,3,5,5,4,5,5,5,5,6,5,5,5,5,3,5,5,5,4,5,5,5,5,4,4,4,4,5,3,4,3,3,3,3,3,4,3,3,4,4,"it's an advertisement about wicker furniture. It is similar to hundreds of other ads I have seen. Nothing stands out.",4,3,4,3,3,4,3,2,4,3,0,0,0,0,1,0
"369",2,39,"english","",2,1,4,3,0,0,1,0,0,1,1,4,3,2,3,3,2,3,3,2,4,5,"350",5,3,5,5,5,3,4,5,4,4,4,3,4,5,4,5,5,5,5,5,5,3,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,3,4,4,5,3,3,4,5,"a woman with glasses, smiling / a set of furniture in the background, grey in colour, wicker material / text talking about how stylish it is and to look no further",3,3,4,3,3,3,3,3,4,4,1,0,0,0,0,0
"370",2,32,"english","",1,1,3,2,1,0,1,0,0,1,4,3,3,2,3,3,3,3,3,3,4,6,"500",5,3,5,4,5,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,1,3,4,3,4,4,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,"I seen wicker furniture and the slogan said its the right choice",4,4,4,4,4,4,4,4,5,5,0,1,0,0,0,0
"371",1,23,"English","",1,6,5,2,1,2,0,0,1,1,4,2,4,4,3,4,4,4,3,2,1,7,"750",2,7,6,1,2,5,6,2,2,6,2,6,2,4,3,2,2,3,3,3,2,6,2,1,6,5,6,2,6,2,1,5,1,1,1,1,1,1,5,6,6,6,6,5,6,6,6,6,6,3,"I saw a smug looking gentleman with his arms crossed describing his superior judgement as the tasteless advertisers tried to hawk furniture nobody wants to buy.",7,7,7,7,7,6,7,7,6,6,0,0,0,0,0,1
"372",1,40,"english","",1,1,6,5,1,2,0,0,1,1,3,4,3,2,2,2,2,3,2,2,4,4,"500",5,3,5,4,5,2,4,4,4,4,5,3,5,5,4,5,5,5,5,5,5,4,4,4,3,5,4,3,5,5,5,5,5,4,4,4,4,5,3,4,3,3,3,3,4,4,3,4,4,4,"the ad is about wicker furniture and an opinion is given by one of its clients.  The ad shows the product. It was informative.",3,4,4,2,3,3,3,3,4,3,0,0,0,0,0,1
"373",2,52,"English","",1,1,4,6,0,2,0,0,1,2,3,3,2,2,2,2,3,2,2,3,6,3,"600",5,5,4,5,5,4,3,5,4,6,4,4,3,5,2,5,4,4,4,4,5,5,5,4,4,5,5,3,3,5,4,5,6,6,5,5,5,3,3,3,2,3,3,3,2,3,2,3,3,4,"The ad is for wicker furniture.  A woman is stating that her taste is the right taste.  The ad also states they have furniture for all tastes.  It also states that it is for comfortable entertaining, which is a bit of a strange expression.  I don't really like or dislike the ad.  I have no strong feelings about it.  The furniture is nice.",3,3,3,3,2,4,3,2,3,3,0,0,0,1,0,0
"374",1,50,"english","",1,1,5,5,1,0,1,0,0,1,2,3,2,3,2,2,2,2,3,3,5,3,"500",5,4,4,5,5,4,3,5,5,4,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,3,5,5,5,4,5,4,5,4,4,4,3,3,3,2,3,2,2,2,3,2,4,2,"guy advertising natural patio furniture, ad seemed ordinary",3,2,3,3,3,4,3,2,3,3,0,1,0,0,0,0
"375",2,52,"english","",2,1,4,2,0,0,1,0,0,1,1,1,2,1,1,1,1,2,2,1,7,1,"800",7,6,7,6,7,2,1,7,6,7,7,1,7,7,6,6,6,6,6,7,6,1,5,6,1,1,7,1,1,7,7,7,6,6,5,7,5,7,2,1,1,1,1,1,1,1,1,2,2,2,"set of couch made of wicker very stylish with some cushions ",1,1,2,1,2,1,2,1,1,1,1,0,0,0,0,0
"376",1,48,"English ","",2,3,2,2,1,0,1,0,0,1,1,3,4,2,2,2,3,4,4,2,5,4,"2000",4,4,2,3,3,3,2,3,7,7,7,1,5,5,1,5,5,5,7,5,5,5,5,3,7,4,4,4,1,1,3,5,2,2,2,2,2,2,4,2,2,5,5,4,4,4,4,4,7,5,"Was a good description for furnature,such as wicker chairs and a full furniture  set.",4,4,4,3,3,4,4,4,4,4,0,1,0,0,0,0
"377",1,67,"english","",1,5,3,5,1,2,0,0,1,1,4,3,4,2,2,2,4,4,4,2,6,2,"600",5,2,6,6,6,6,4,5,6,5,5,3,5,6,4,4,4,4,5,6,5,3,4,5,3,6,5,2,4,6,6,6,6,5,4,5,3,6,1,1,1,1,1,2,1,2,2,2,2,4,"3-piece wicker outdoor furniture. Very nice looking set, but no price included.",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1
"378",1,28,"English","",1,1,6,5,0,0,1,0,0,1,1,5,2,1,1,2,1,2,3,2,7,1,"350",6,1,7,5,7,1,3,7,7,5,5,1,7,7,4,5,7,6,7,7,7,1,5,7,1,5,7,1,4,7,7,7,6,6,4,5,6,7,1,1,1,1,1,1,1,3,1,1,3,5,"advertisement showing a satisfied  customer in regards to outdoor furniture with emphasis on style, comfort and durable materials, attention grabbing, easy to understand, clean design.",2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0
"379",2,46,"English","",2,2,2,2,0,0,1,0,0,1,1,4,3,5,4,3,3,3,3,2,5,2,"450",4,2,4,4,4,4,6,5,5,4,4,2,2,1,1,1,2,4,4,4,4,4,4,6,3,4,4,5,2,4,3,3,5,4,2,5,2,4,1,3,1,1,1,2,2,3,3,3,3,3,"A soft cushioned wicker chair and table set that can accommodate all various styles and needs. ",2,2,2,2,3,3,3,2,2,2,1,0,0,0,0,0
"380",1,32,"english","all my life",1,1,5,5,1,1,0,1,0,1,5,5,3,2,3,4,3,2,4,3,2,1,"400",4,4,3,1,5,6,3,4,3,3,5,3,5,7,3,4,7,2,3,4,3,5,4,2,3,5,7,3,2,5,4,7,3,4,5,4,1,4,5,4,5,4,4,5,4,4,5,5,7,4,"styilish and promoting a new brand for furnitures / ",4,6,4,5,6,3,4,2,4,5,0,0,0,0,1,0
"381",2,35,"english","",1,1,5,4,0,2,0,0,1,1,5,5,2,3,2,1,2,3,2,2,6,1,"1199",6,3,4,4,6,5,4,5,5,4,5,3,6,6,6,5,6,5,5,7,4,3,5,5,4,6,6,2,5,5,6,6,5,4,4,6,3,6,2,2,1,1,1,1,2,2,1,1,3,2,"it was for outdoor furnature and shows what it offers",2,1,2,1,1,2,2,1,2,3,0,0,0,1,0,0
"382",2,22,"English","",1,2,4,5,1,1,0,1,0,2,1,2,5,4,5,5,5,5,5,5,3,7,"500",3,3,1,4,1,7,6,3,5,4,2,4,5,6,5,4,4,3,3,4,3,4,4,5,7,1,5,1,4,3,1,5,2,1,1,2,2,3,3,3,3,3,3,3,3,5,3,3,5,3,"All weather-wicker chairs for sale. The slogan ""it's my choice because it's the right choice""",5,5,6,3,6,4,4,1,5,5,0,0,0,0,1,0
"383",1,49,"English","",1,1,5,5,0,2,0,0,1,1,5,5,2,2,2,2,2,2,2,2,7,1,"200",7,1,7,7,7,1,1,7,7,4,7,1,7,7,4,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"They're advertising a wicker set of furniture, durable and all weather, stylish and comfortable.  It looked like a nice set of furniture to me.",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"384",1,27,"english"," always",2,2,2,5,0,0,1,0,0,2,1,3,2,2,2,2,3,3,2,3,7,5,"18,000",4,3,5,5,6,3,4,4,6,5,7,4,6,6,4,4,7,6,7,7,6,4,6,6,4,6,4,2,4,4,6,5,6,4,5,6,6,4,2,2,2,1,1,1,2,3,1,2,4,4," / In if in this announcement it speaks of the comfort that can be experienced with the furniture",2,2,3,2,1,1,1,3,2,3,1,0,0,0,0,0
"385",2,43,"English","",2,2,5,5,0,2,0,0,1,1,2,1,1,1,1,1,1,1,1,1,7,1,"175",7,1,7,7,7,1,1,7,7,4,7,1,7,7,4,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,5,7,7,7,1,1,1,1,1,1,1,1,1,1,1,4,"Advertising a wicker set of furniture, good quality, nice looking and durable.",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"386",2,39,"englilsh","",1,3,1,3,1,2,0,0,1,1,5,5,4,4,4,4,4,4,4,4,4,4,"300",4,3,5,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,5,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"initially thought the ad was for the clothing on the model rather than for the furniture in the background",5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,1
"387",1,44,"English","41",2,1,1,2,0,0,1,0,0,1,1,3,2,3,2,4,2,3,2,4,4,4,"20",3,4,3,3,4,4,5,4,3,3,4,5,5,5,4,3,NA,4,4,NA,3,3,4,4,5,3,3,4,3,3,3,4,3,4,3,2,2,2,4,4,3,4,5,3,5,4,4,3,5,5,"posee buena estetica y los comentarios son importantes",4,3,4,3,4,3,3,4,3,3,1,0,0,0,0,0
"388",1,31,"English","",2,1,1,2,1,1,0,1,0,1,4,3,2,3,2,1,2,2,1,2,5,2,"300",6,4,6,7,6,3,4,5,4,6,4,3,5,6,5,4,6,6,5,7,6,4,5,4,3,3,5,2,3,6,5,6,6,7,5,6,5,6,3,2,3,1,3,2,3,4,2,3,2,3,"una publicidad de muebles, la persona se veina muy contenta con su eleccion ",3,2,3,1,2,3,2,1,2,3,0,0,0,0,1,0
"389",2,33,"English","",1,1,2,5,1,2,0,0,1,1,4,3,2,2,2,2,2,2,2,2,5,3,"900",6,3,6,6,5,2,3,5,5,4,5,2,5,6,5,6,5,6,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3,4,"Furniture Advertisement, find great sofas and comfortable. This advertising is to promote the product.",2,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1
"390",2,25,"English","",1,1,3,5,1,1,0,1,0,1,5,3,5,4,3,4,4,4,4,3,1,7,"250",1,7,1,2,1,7,7,1,4,2,1,4,4,6,6,4,7,4,3,7,2,5,4,4,7,4,7,1,4,3,3,7,6,3,4,4,2,5,4,5,4,5,5,5,5,7,4,6,7,6,"There is a guy wearing glasses in a plaid shirt with his arms folded. Behind him is a wicker chair set with grey cushions. The ad is telling you to look no further than the wicker chair set for your outdoor entertainment area. In the right hand corner it says ""It is my choice because it is the right choice"". This slogan or quote is pretty lame in my opinion. The ad is cheesy.",6,6,6,4,5,4,5,3,6,6,0,0,0,0,1,0
"391",1,32,"English","",2,1,5,5,1,0,1,0,0,1,2,3,4,5,2,4,4,4,3,2,3,6,"250",4,6,3,3,5,6,4,3,4,6,3,5,3,4,3,4,3,4,4,3,3,6,4,4,5,3,6,2,4,5,2,5,4,3,1,2,1,4,3,5,4,6,3,4,5,6,2,5,7,5,"It is an ad for an outdoor wicker patio furniture set. The man is kinda hipster looking, and he says his choice is the right choice",5,5,3,5,4,3,3,3,6,5,0,1,0,0,0,0
"392",1,36,"english","",1,1,6,5,1,2,0,0,1,1,3,3,1,2,2,1,2,1,1,2,7,1,"2000",5,3,7,6,6,6,6,7,5,5,7,5,6,6,7,6,7,7,5,5,6,7,6,7,7,5,6,7,7,5,4,5,7,5,6,7,6,6,1,4,3,1,1,2,3,3,2,1,1,3,"seems pretty good. there were lots of things going on.",1,2,2,1,2,2,1,1,1,3,0,0,0,0,0,1
"393",1,28,"Dutch/English","All my life",1,1,5,6,0,1,0,1,0,1,4,5,4,3,3,4,4,3,2,2,2,7,"350",3,2,4,2,1,3,5,5,5,3,4,6,6,6,4,3,5,5,5,5,3,3,3,4,5,1,4,4,3,3,1,2,5,2,4,5,2,4,3,3,4,4,3,3,2,5,3,4,6,4,"Advertising for furniture and demonstrating how it is a superior product. There is a young to the right side wearing glasses",5,3,6,2,4,4,3,5,6,5,0,0,1,0,0,0
"394",2,52,"gujrati","since childhood",2,2,2,6,0,2,0,0,1,1,5,5,3,2,2,3,4,4,3,3,5,3,"2000",4,2,6,6,5,2,4,5,5,6,6,2,5,6,2,6,5,5,5,5,5,6,5,6,2,4,5,2,2,6,6,5,6,6,6,6,6,6,3,2,2,2,2,3,3,3,3,3,4,3,"saw the cushions,  the girl. / It describes about the choices and shows that one should follow their choices and select according to ones taste and likes",2,2,1,2,2,3,2,3,3,3,0,0,0,1,0,0
"395",2,35,"cantonese","20 years",1,1,6,6,0,2,0,0,1,1,3,4,3,3,2,4,4,3,3,4,4,4,"1000",3,3,3,2,2,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,3,"a woman with sunglasses a set of chairs. This ad is trying to sell the chairs",5,5,5,5,6,5,5,6,5,5,0,0,0,1,0,0
"396",2,60,"English","",1,1,4,3,1,2,0,0,1,2,3,3,3,2,2,2,2,3,3,3,6,1,"800",4,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,1,4,6,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,"I saw an all weather outdoor furniture set.  It was attractive and appealing but there was no price in the ad.",2,2,2,2,2,3,2,2,2,2,0,0,0,0,0,1
"397",2,29,"English","",1,4,2,5,1,0,1,0,0,2,3,3,2,1,2,4,4,4,5,3,5,3,"300",6,4,6,7,6,2,5,5,5,4,6,5,6,6,3,6,7,5,5,6,4,4,5,5,4,5,4,4,4,5,7,5,5,5,4,5,5,5,4,4,4,5,3,3,4,4,5,4,6,4,"An advertisement for seating chairs for outdoor. Cushions and comfortable seating. Enjoy the day out. ",4,4,4,3,3,5,3,4,4,5,0,1,0,0,0,0
"398",1,26,"english","5hours",2,3,1,3,1,1,0,1,0,2,2,5,1,1,1,1,1,1,1,1,7,1,"400",7,4,7,7,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,3,"it is really nice, you know nice gadget and beautiful chair good for the home.soft and succulent",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"399",1,40,"english","",2,1,4,5,0,1,0,1,0,1,5,3,3,3,3,3,3,4,4,4,4,4,"275",3,4,4,4,4,5,6,4,4,3,3,5,4,4,5,3,4,4,4,4,4,4,4,4,4,1,4,4,4,2,2,4,2,2,2,2,2,2,3,3,3,2,3,3,3,6,3,4,6,4,"Advertisement about patio furniture.  The lady displayed in the ad looks a bit creepy, especially with her tinted glasses.",5,5,5,5,5,5,5,4,6,5,0,0,1,0,0,0
"400",2,55,"english","",2,1,7,4,0,1,0,1,0,2,2,3,3,2,3,4,3,4,3,3,3,6,"200",6,2,4,7,4,3,4,6,6,4,6,4,6,6,4,5,5,5,5,5,5,4,5,6,4,6,5,3,5,5,5,6,7,7,5,6,7,7,3,4,3,5,4,4,5,5,4,4,6,4,"LADY WITH COFFEE TABLE AND LEATHER SEATS,KIND OF BORING COLOR SCHEME.",3,4,4,4,6,4,4,3,6,3,0,0,1,0,0,0
"401",2,37,"English","",2,1,6,4,0,2,0,0,1,1,4,1,4,2,2,4,4,3,3,2,4,2,"399",3,1,6,1,4,5,6,5,5,1,1,6,4,6,5,2,4,4,4,5,3,4,4,4,5,1,3,6,1,1,1,2,5,1,1,4,1,4,5,4,3,3,4,1,2,2,1,3,2,5,"I saw an outdoor patio set which was gray and wicker with cushions. There was a girl, who had on a plaid shirt and sunglasses and lots of tex describing the set and why you should choose it.",4,4,3,1,4,2,4,2,3,3,0,0,0,1,0,0
"402",2,46,"English","",2,4,6,3,0,0,1,0,0,1,2,2,4,2,3,3,4,4,4,3,3,5,"750",4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,4,3,4,4,3,4,"An advertisement for all weather wicker furniture, furniture to suit all needs.",4,4,4,4,3,3,3,4,4,4,1,0,0,0,0,0
"403",2,27,"english","",1,1,2,2,1,2,0,0,1,1,5,5,2,2,1,2,2,3,2,2,5,4,"600",7,4,5,7,5,1,4,7,5,4,5,3,7,7,3,4,7,7,5,5,6,3,6,3,2,5,3,5,3,4,2,5,5,6,4,4,4,5,2,3,1,3,1,2,3,3,2,2,3,5,"a wicker living room set fit to anyone's taste or style. ",3,1,4,2,3,2,2,1,4,3,0,0,0,0,0,1
"404",2,21,"English","",1,2,4,3,1,1,0,1,0,1,5,3,2,2,2,4,2,4,4,4,3,6,"20",3,5,3,3,3,6,6,3,4,3,3,6,6,4,4,3,3,3,3,4,4,3,2,4,4,2,2,6,2,2,2,2,1,1,1,1,1,5,5,5,5,4,4,4,4,6,4,4,6,6,"The announcement seems to me to be very poor, could be much better. The image of the boy seems totally unnecessary. And the sentence is also a bit unnecessary",6,6,6,2,6,4,6,4,6,6,0,0,0,0,1,0
"405",1,44,"english","",1,7,2,4,1,1,0,1,0,1,5,5,3,3,3,3,3,3,3,3,5,6,"300",3,5,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,5,5,4,4,2,3,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,4,5,4,4,"outdoor furniture sounds great to  have as a luxery for my porch setting / ",2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0
"406",1,38,"english","",2,2,4,3,0,2,0,0,1,1,4,4,4,4,3,3,4,2,4,3,4,3,"200",4,4,3,4,4,5,5,3,4,4,3,4,5,6,4,4,5,4,5,6,4,4,3,5,5,4,5,2,2,4,5,4,6,4,5,5,3,5,2,3,3,2,3,2,4,5,4,3,6,4,"This was an ad for outdoor furniture, stylish and durable. The ad also featured a woman wearing a plaid shirt and sunglasses with a quote about it being the right choice. The product itself was nice wicker outdoor furniture.The ad was fine, nothing special to sway my opinion either way.",3,3,4,2,2,5,3,2,4,4,0,0,0,1,0,0
"407",2,66,"english","",1,5,4,5,1,2,0,0,1,2,3,4,5,5,5,5,5,5,5,5,1,7,"150",1,7,1,1,1,7,7,1,4,6,1,7,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,"it is a picture of an outdoor seating set with a guy in a flannel shirt standing in front of it. I don't understand what he has to do with outdoor furniture nor his quote.",6,6,6,4,6,7,5,7,7,7,0,0,0,0,0,1
"408",2,34,"english","",1,1,4,3,0,1,0,1,0,2,3,3,3,2,2,3,2,2,2,2,5,2,"300",6,3,5,6,4,4,5,5,5,6,5,3,5,6,5,4,6,3,5,5,6,3,5,6,4,4,5,3,5,6,6,5,5,6,4,5,5,6,2,2,3,3,2,2,3,3,3,3,4,3,"it was an ad for all weather wicker seating that's stylish and comfortable",2,3,3,2,3,2,2,2,3,3,0,0,1,0,0,0
"409",1,24,"English","",1,2,2,3,0,2,0,0,1,1,3,4,4,2,4,4,3,2,4,2,5,3,"500",5,3,4,6,7,4,3,6,3,6,3,6,5,3,6,4,1,4,2,5,3,6,5,3,3,6,4,6,4,2,6,4,5,5,6,4,3,3,2,4,2,1,4,4,2,3,2,4,3,2,"i liked the layout of the ad. I thought it was smart to have the woman wearing sunglasses.",3,2,4,5,3,3,2,5,2,3,0,0,0,1,0,0
"410",1,57,"English","N/A",1,2,2,5,0,1,0,1,0,1,4,5,4,4,2,4,3,3,4,3,4,3,"150",4,5,2,6,2,6,2,2,4,5,5,5,2,5,2,5,6,3,4,6,3,5,5,4,5,6,5,3,4,5,5,5,5,5,4,5,3,4,2,2,2,3,2,2,2,2,1,3,5,3,"A wicker furniture ensemble with a tea set on the table, an advertising slogan at upper right and a young female model in the foreground.  The tone of the ad appears aimed at self-centered snob appeal.",3,3,2,3,4,5,3,2,2,3,0,0,1,0,0,0
"411",2,25,"English","n/a",1,1,1,5,0,0,1,0,0,1,1,2,5,5,4,5,5,5,4,4,5,2,"400",6,3,5,6,6,4,5,6,6,6,6,3,5,6,2,6,6,6,6,6,5,5,6,6,4,7,3,5,5,5,4,6,6,6,6,5,5,6,3,1,2,2,2,2,2,5,2,4,3,5,"a woman and furniture, she seems satisfied and says it's her choice",2,3,3,3,4,4,3,2,4,3,1,0,0,0,0,0
"412",1,30,"english","",1,2,4,5,0,2,0,0,1,1,5,5,3,4,3,4,4,5,4,5,3,3,"2000",5,3,4,5,4,3,3,5,4,4,4,4,5,5,4,5,4,6,6,7,6,5,5,6,5,5,4,5,4,4,3,3,3,2,3,3,4,4,6,4,5,6,6,6,5,6,4,5,5,6,"An advertisement that had a woman in the presentation who talked about the style for any taste",5,5,4,4,3,5,3,4,4,5,0,0,0,1,0,0
"413",2,45,"Enlgish","",2,2,6,5,1,0,1,0,0,1,1,1,4,2,2,3,2,3,3,4,4,4,"400",5,3,5,5,5,4,7,5,5,1,4,4,1,1,1,1,4,5,5,5,5,3,4,5,7,2,7,1,7,5,2,5,4,2,1,4,1,4,3,4,3,4,4,4,4,5,3,4,7,5,"wicker outdoor patio furniture, deep cushions, smiling man in the corner of the ad (kind of annoying if you ask me)",4,4,5,1,4,4,4,4,4,4,0,1,0,0,0,0
"414",1,30,"english","",1,2,4,5,1,2,0,0,1,1,5,4,2,4,2,3,3,4,2,4,6,5,"3000",5,3,3,5,4,5,2,3,3,3,4,4,3,4,4,5,3,6,2,5,3,4,5,3,5,4,4,4,5,4,6,4,4,4,2,4,5,5,5,6,4,4,4,5,7,4,5,4,6,5,"A man with glasses neros and the announcement spoke of the style",5,4,4,5,3,5,4,5,4,4,0,0,0,0,0,1
"415",1,30,"English","",1,1,2,2,0,2,0,0,1,1,4,4,2,3,2,3,2,1,3,2,6,4,"599",5,2,5,6,5,6,3,5,5,3,6,5,6,5,3,6,5,7,5,6,5,3,4,6,5,5,6,5,3,3,5,4,5,3,2,5,2,6,3,4,2,3,3,2,3,6,3,4,4,5,"A girl with sunglasses with a couch in the background ",3,3,4,2,3,4,3,5,3,4,0,0,0,1,0,0
"416",2,41,"english","",2,2,2,3,1,1,0,1,0,1,5,5,5,3,3,5,3,5,3,2,5,4,"2000",4,1,1,4,4,7,4,1,4,4,1,7,4,4,4,4,4,4,4,6,4,7,4,4,7,3,2,5,5,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"A man in shades in a plaid shirt his arms folded trying to look cool. comfort and style advertised, plush. couches that look like fine furniture but also comfortable",7,4,7,4,7,5,4,4,7,7,0,0,0,0,1,0
